top_sentence|article_url|sender|instance_id|subject|id|tags|timestamp
Breaking News: At the White House President Trump again addressed the Virginia violence this time condemning hate groups and saying racism is evil|https://www.nytimes.com/2017/08/14/us/politics/trump-charlottesville-protest.html|NYTimes.com|101578|Breaking News: At the White House President Trump again addressed the Virginia violence this time condemning hate groups and saying racism is evil|5991d72ecd4d74061b000055|['violence' 'racism' 'evil' 'virginia' 'header' 'groups' 'trump' 'house']|2017-08-14T13:00:10-04:00
President Trump denounced groups such as the Ku Klux Klan and neo-Nazis by name and announced that the Justice Department has launched a civil rights investigation into the death of a counterprotester at a white nationalist gathering in Charlottesville Va. over the weekend as he sought to tamp down mounting criticism of his initial response to the violence.|https://www.washingtonpost.com/news/post-politics/wp/2017/08/14/trump-condemns-white-supremacists-and-other-hate-groups-following-criticism-of-his-response-to-violence-in-va/|The Washington Post||News Alert: Trump condemns white supremacists and other hate groups following criticism of his response to violence in Va.|5991d7ebcd4d74061b000056|['violence' 'darkness' 'unite' 'civil rights investigation' 'initial response' 'racist' 'counterprotester' 'pro-nazi sentiments' 'condemn' 'anyone' 'charlottesville va' 'accountable' 'groups' 'brief remarks' 'statement' 'criticism' 'va' 'city' 'condemns' weekend's racist violence 'weekend' 'rally' 'neo-nazis' 'heather heyer' 'death' 'response' '19' 'white supremacists' 'house' 'ku klux klan' 'tamp' 'driver' 'alert trump' 'trump' 'democracy dies' 'white nationalist gathering' 'justice department']|2017-08-14T13:03:34-04:00
Trump condemns KKK neo-Nazis and white supremacists as 'criminals and thugs' President Trump today made his most explicit comments denouncing hate groups linked to this weekend's racist violence in Charlottesville Va. After two days of bipartisan criticism for his failure to single out such groups the president said that racism is evil and those who cause violence in its name are criminals and thugs including the KKK Neo-Nazis and white supremacists..||Los Angeles Times||Breaking News: Trump condemns KKK neo-Nazis and white supremacists as 'criminals and thugs'|5991d926cd4d74061b000057|['kkk neo-nazis' 'violence' 'racism' 'failure' 'kkk' 'charlottesville va' 'groups' 'criminals' this weekend's racist violence 'neo-nazis' 'thugs' 'breaking news trump' 'explicit comments' 'bipartisan criticism' thugs' president 'condemns' 'white supremacists..' 'white supremacists' 'trump']|2017-08-14T13:08:22-04:00
Trump Denounces White Supremacist Groups by Name President Trump under pressure to explicitly denounce hate groups involved in the weekend's racial violence in Virginia on Monday singled out white-nationalist groups by name for condemnation after stopping short of doing so two days earlier.|https://www.wsj.com/articles/judge-denies-bail-for-man-accused-of-driving-into-charlottesville-protesters-1502723597|WSJ.com||WSJ NEWS ALERT: Trump Denounces White Supremacist Groups by Name|5991dbd8cd4d74061b000059|['neo-nazis' 'violence' 'condemnation' 'evil' 'trump' weekend's 'trump denounces' 'americans' 'criminals' 'kkk' 'racial violence' 'truth' 'days earlier' 'white-nationalist groups' 'mr. trump' 'nation' 'thugs' 'repugnant' 'groups' 'pressure' 'dear' 'equal..' 'racism' 'denounce' 'virginia' 'white supremacists' 'wsj news alert trump denounces' 'supremacist groups']|2017-08-14T13:20:12-04:00
Trump Calls Out KKK White Supremacists After Charlottesville: 'Racism Is Evil' Almost 48 hours after violence engulfed Charlottesville Va. President Trump called out white nationalist groups by name.|http://www.npr.org/2017/08/14/543418468/trump-calls-out-kkk-white-supremacists-after-charlottesville-racism-is-evil|NPR||Trump Calls Out KKK White Supremacists After Charlottesville: 'Racism Is Evil'|5991dd51cd4d74061b00005a|['charlottesville' 'charlottesville va' 'supremacists' 'initial remarks' 'violence' '48' 'kkk' 'racism' 'evil' 'white nationalist groups' 'trump']|2017-08-14T13:26:28-04:00
Thomas will address the violence at awhite nationalist rally on Saturday that left one person dead and 19 othersinjured.|http://video.foxnews.com/v/5540963019001/|FoxNews.com||Charlottesville police chief to hold press conference at 4 p.m. ET|59920181cd4d74061b00005b|['19' 'white nationalist rally' 'one' 'al thomas' 'press conference' 'address' 'others injured' 'thomas' '4' 'charlottesville' 'person' 'violence' 'police chief' 'chief']|2017-08-14T16:00:44-04:00
Defense Secretary Jim Mattis warned on Monday that if North Korea follows through on its threats to fire a missile at the United States it's game on..|http://www.foxnews.com/politics/2017/08/14/mattis-if-north-korea-fires-missile-at-us-its-game-on.html|FoxNews.com||Mattis: If North Korea fires missile at US it's 'game on'|59921c06cd4d74061b00005c|[it's game on.. 'states' 'threats' 'fires missile' 'us' 'missile' 'jim mattis' 'mattis' 'korea' 'game on' 'defense secretary']|2017-08-14T17:53:56-04:00
James Alex Fields the 20-year-old Ohio man accused of driving into a crowd of activists in Charlottesville on Saturday allegedly threatened or assaulted his wheelchair-bound mother so violently that she called police on him in 2010 and 2011 records show.|https://www.washingtonpost.com/investigations/scared-he-is-going-to-become-violent-mother-of-charlottesville-driver-james-alex-fields-called-911/2017/08/14/4bf61190-812a-11e7-82a4-920da1aeb507_story.html|The Washington Post||News Alert: ‘Scared he is going to become violent’: Mother of Charlottesville Va. suspect called 911 on son when he was a young teenager|5992282ccd4d74061b00005d|['mouth' 'video games' 'charlottesville va' 'one' 'young teenager' 'wheelchair-bound mother' '2010' 'bloom' 'man' 'bathroom' 'samantha bloom' 'charlottesville' '20-year-old' 'james alex fields' 'darkness' 'temper' 'activists' 'authorities' 'hands' 'democracy dies' 'violent’ mother' 'records show' 'ohio' 'crowd' '911' 'medication' '2011 records show' 'head' 'incident' 'son']|2017-08-14T18:45:47-04:00
BREAKING: In an exclusive opinion column for USA TODAY Sen. Tim Scott the Senate's only African-American Republican on Charlottesville: 'We all must choose a team in moments like these'|https://usat.ly/2vDG1N4|USATODAY.com||BREAKING: In an exclusive opinion column for USA TODAY Sen. Tim Scott the Senate's only African-American Republican on Charlottesville: 'We all must choose a team in moments like these'|5992284ccd4d74061b00005e|['together' this weekend's events 'stark reminder' 'charlottesville' 'wrote' 'foundation' 'tim scott' 'country..' 'african-american republican' 'heartbreaking' 'the attack' 'usa today' 'darkness' 'moments' 'chip' 'exclusive opinion column' 'scott' 'hate' 'issues' 'white supremacist groups']|2017-08-14T18:46:23-04:00
The jury ordered fired radio host David Mueller to pay the pop star a symbolic $1.|https://www.usatoday.com/story/life/2017/08/14/taylor-swift-groping-trial-closing-arguments-end-sight-shes-already-won-victory/564586001/|USATODAY.com||BREAKING: Taylor Swift wins: Trial jury believes she was groped by DJ|59922b02cd4d74061b00005f|['radio host' 'breaking taylor swift' 'dj' 'jury' 'trial' 'wins' 'david mueller' 'star' 'symbolic 1']|2017-08-14T18:57:43-04:00
After about three hours of deliberation the jury ruled in favorof Swift granting her a symbolic $1.|http://www.foxnews.com/entertainment/2017/08/14/taylor-swifts-groping-trial-jury-reaches-its-verdict.html|FoxNews.com||Jury sides with Taylor Swift in groping trial|59922d95cd4d74061b000060|['symbolic 1' 'taylor swift’s' 'deliberation' 'favor' 'three' 'verdict' 'swift' 'jury' 'taylor swift' 'trial' 'jury sides']|2017-08-14T19:08:37-04:00
Taylor Swift Wins Sexual Assault Lawsuit Against Former Radio Host A jury unanimously ruled in Swift's favor in a trial over whether the pop star was groped by a former radio host during a Denver meet-and-greet.|http://www.npr.org/sections/therecord/2017/08/14/543473684/taylor-swift-wins-sexual-assault-lawsuit-against-former-radio-host|NPR||Taylor Swift Wins Sexual Assault Lawsuit Against Former Radio Host|599232b9cd4d74061b000062|['radio host' 'denver' 'taylor swift wins sexual assault lawsuit against' 'meet-and-greet' 'star' 'jury' 'trial' 'host' swift's 'favor' 'radio']|2017-08-14T19:31:01-04:00
Boone County Sheriff's Office and the Florence Police Department in Kentucky responded nine times to the home of Samantha Bloom and her son James Alex Fields Jr.|https://www.usatoday.com/story/news/nation-now/2017/08/14/911-calls-records-reveal-tumultuous-past-accused-charlottesville-driver-family/567189001/|USATODAY.com||BREAKING: Mother of man accused of killing 1 during Charlottesville Va. protests called 911 at least twice on her son|59923be6cd4d74061b000064|[sheriff's 'mother' 'department' 'protests' 'samantha bloom' 'kentucky' 'son' 'boone' 'james alex fields jr' 'man' '1' '911' 'county' 'nine' 'charlottesville va' 'florence']|2017-08-14T20:09:58-04:00
Kevin Plank of Under Armour said late Monday he's stepping down from President Trump's manufacturing job council joining Merck's CEO in censuring Trump's response to white nationalists' rally at Charlottesville Va. over the weekend.|https://www.usatoday.com/story/money/2017/08/14/under-armour-ceo-quit-trumps-job-council-over-charlottesville-rally-response/567319001/|USATODAY.com||BREAKING: Under Armour CEO to quit Trump's job council over Charlottesville rally response|5992468ccd4d74061b000065|['charlottesville' 'rally response' merck's ceo 'armour ceo' 'weekend' 'response' trump's 'armour' 'kevin plank' white nationalists' rally 'job council' 'charlottesville va']|2017-08-14T20:55:20-04:00
Under Armour CEO Kevin Plank said late Monday he's stepping down from President Trump's manufacturing council joining Merck's CEO after Trump's response to white nationalists' rally at Charlottesville over the weekend.|https://www.usatoday.com/story/money/2017/08/14/under-armour-ceo-quit-trumps-job-council-over-charlottesville-rally-response/567319001/|USATODAY.com||BREAKING: Under Armour CEO to quit Trump's manufacturing council after Charlottesville rally response|599246eacd4d74061b000066|['charlottesville' 'rally response' merck's ceo 'council' 'weekend' 'response' trump's 'armour ceo kevin plank' white nationalists' rally 'armour ceo']|2017-08-14T20:56:52-04:00
Under Armour CEO to Leave Trump Manufacturing Council Kevin Plank the founder and chief executive of Under Armour said he would step down from a White House manufacturing-advisory council the second CEO to depart the forum in the wake of President Donald Trump's response to violent demonstrations.|https://www.wsj.com/articles/under-armour-ceo-to-leave-trump-manufacturing-council-1502761051|WSJ.com||WSJ NEWS ALERT: Under Armour CEO to Leave Trump Manufacturing Council|59925aedcd4d74061b000067|['depart' 'council' 'decision' 'failure' 'trump manufacturing' 'armour' 'condemn' donald trump's 'armour ceo' 'forum' 'wake' 'response' 'white house manufacturing-advisory council' 'move' 'kevin plank' 'chief executive' 'charlottesville va' 'ceo' 'violence' 'violent demonstrations' merck's 'white supremacists' 'founder' 'resign' 'weekend']|2017-08-14T22:22:08-04:00
Former Turing Pharmaceuticals CEO Martin Shkreli talks to the FOX Business Network’s Maria Bartiromo about his conviction on fraud and conspiracy charges and new startup on Mornings with Maria.||FoxBusiness.com||EXCLUSIVE: ‘Pharma Bro’ Martin Shkreli on fraud conviction new startup|5992ebdecd4d74061b000068|['exclusive' 'business' 'bro’ martin shkreli' 'maria' 'network’s maria bartiromo' 'turing pharmaceuticals ceo martin shkreli' 'fraud conviction' 'mornings' 'conviction' 'pharma' 'new startup' 'fraud' 'conspiracy charges']|2017-08-15T08:40:45-04:00
State GOP leaders increasingly are focusing efforts on overriding decisions they deem too liberal in some of the country's largest cities.|http://www.elpasotimes.com/story/news/politics/texlege/2017/08/15/exclusive-political-divisions-escalate-between-red-states-and-blue-cities/557806001/|USATODAY.com||BREAKING: Exclusive: Conservative states escalate control penalties over liberal cities|5992fa4ccd4d74061b000069|['breaking exclusive conservative' 'states escalate control penalties' 'efforts' 'cities' 'decisions' 'state gop leaders' 'liberal cities' 'deem']|2017-08-15T09:42:27-04:00
Uber has agreed to settle accusations by America's top consumer protection agency that the ride-hailing company failed to protect consumers' sensitive data a misstep that allegedly allowed employees to access customer and driver information and led to a significant data breach in 2014 that exposed thousands of drivers' names and license numbers.|https://www.washingtonpost.com/news/the-switch/wp/2017/08/15/uber-is-settling-with-the-ftc-in-a-major-case-over-privacy-and-security/|The Washington Post||Technology Alert: Uber settles FTC allegations of lax data security|59930f2bcd4d74061b00006a|['consumers' 'ftc' 'top consumer protection agency' 'lax data security' 'driver information' 'allegations' 'democracy dies' 'access customer' 'technology' 'significant data breach' 'thousands' 'employees' 'uber' 'accusations' '2014' 'misstep' 'sensitive data' 'settles' 'darkness' 'license numbers' 'company' 'alert uber' 'names']|2017-08-15T11:11:36-04:00
President Donald Trump on Tuesday took the offensive against the CEOs who exited his manufacturing council in response to how he handled the Charlottesville Virginia white nationalist protests indicating on Twitter he would have no problem replacing them.||FoxBusiness.com||TRUMP’S CEO BASHING: President takes the offensive after 4 CEOs resign from WH council|599320a9cd4d74061b00006b|['response' 'trump’s ceo bashing' 'ceos' 'wh' 'donald trump' 'resign' '4' 'twitter' 'charlottesville virginia' 'council' 'white nationalist protests' 'problem']|2017-08-15T12:26:15-04:00
From affirmative action and immigration to voting rights and LGBT protections the Trump administration is taking an opposite position from the Barack Obama administration in some of the nation's most consequential legal battles.|https://www.usatoday.com/story/news/politics/2017/08/15/trump-reverses-obama-legacy-court-battles-justice/565525001/|USATODAY.com||BREAKING: President Trump is trying to reverse Obama's legacy through legal battles|59932f4fcd4d74061b00006c|['legacy' 'protections' 'immigration' 'opposite position' 'rapid-fire reversals' 'side' 'one' 'court' 'consequential' obama's 'affirmative action' 'court battles' 'reverse' 'trump' 'weight' 'number' 'administration' 'u.s.' 'legal battles' 'government' 'lgbt' 'barack obama' 'rights']|2017-08-15T13:28:25-04:00
Breaking News: The deficit and health premiums will both soar if President Trump ends Obamacare subsidies to insurers as threatened the C.B.O.|https://www.nytimes.com/2017/08/15/us/politics/cbo-obamacare-cost-sharing-reduction-trump.html|NYTimes.com|101625|Breaking News: The deficit and health premiums will both soar if President Trump ends Obamacare subsidies to insurers as threatened the C.B.O. said|59934046cd4d74061b00006d|['subsidies' 'threatened' 'ends' 'deficit' 'c.b.o.' 'obamacare' 'health premiums' 'header' 'insurers' 'soar' 'trump']|2017-08-15T14:41:07-04:00
Health Premiums Would Rise 20% in 2018 If Subsidies Ended CBO Says Premiums for middle-priced plans on the Affordable Care Act's individual market would climb by 20% in 2018 if the federal government halted the billions of dollars in payments it sends to insurers under the health law the Congressional Budget Office estimated in a report.|https://www.wsj.com/articles/health-exchange-premiums-would-rise-20-in-2018-if-subsidies-ended-cbo-estimates-1502821843|WSJ.com||WSJ NEWS ALERT: Health Premiums Would Rise 20% in 2018 If Subsidies Ended CBO Says|59934297cd4d74061b00006e|[care act's 'donald trump' 'sends' 'health law' '20' 'premiums' 'federal government' '2018' 'subsidies ended cbo says' 'climb' 'individual market' 'health' 'law' 'payments' 'budget' 'subsidies ended cbo says premiums' 'subsidies' 'billions' 'insurers' 'supporters' 'dollars' 'fragile' 'insurance markets' 'federal payments' 'aca']|2017-08-15T14:50:49-04:00
Deficit would jump premiums would rise if Trump ends Obamacare subsidies CBO says If the Trump administration carries out a threatened cutoff of some subsidies for low- and medium-income buyers of health insurance premiums would sharply rise and the federal deficit would balloon the Congressional Budget Office said today.||Los Angeles Times||Breaking News: Deficit would jump premiums would rise if Trump ends Obamacare subsidies CBO says|5993440ecd4d74061b00006f|['trump' 'balloon' 'likely raise premiums' 'government' 'cutoff' 'low-' 'cbo' 'federal deficit' '25' 'jump premiums' 'breaking news deficit' 'said insurers' 'obamacare' 'administration' 'deficit' 'medium-income buyers' 'health insurance premiums' 'couple' 'payments' 'subsidies' '20' 'ends' 'budget']|2017-08-15T14:56:53-04:00
President Trump is expected to deliver a brief statement from Trump Tower in New York City at 3:45 p.m.|http://video.foxnews.com/v/5270285052001/|FoxNews.com||WATCH LIVE: President Trump to speak from Trump Tower|59934d15cd4d74061b000071|['brief statement' 'trump tower' 'york' 'infrastructure' 'trump' 'foxnews.com.' 'news channel' '345' 'city' 'executive order']|2017-08-15T15:35:38-04:00
President Trump defended his initial response to the Charlottesville violence on Monday insisting that he couldn't have made his condemnation of white supremacists and other hate groups earlier because he didn't know all the facts. I wanted to make sure unlike most politicians that what I said was correct Trump said.|https://www.usatoday.com/story/news/politics/2017/08/15/donald-trump-returns-new-york-city-first-time-president-wasnt-joyful-homecoming/568752001/|USATODAY.com||BREAKING: President Trump defends Charlottesville response: 'Before I make a statement I like to know the facts'|59935717cd4d74061b000072|['condemnation' 'statement' 'facts' 'groups' 'correct' response 'before 'charlottesville' 'violence' 'politicians' 'facts. i' 'trump' 'initial response' 'sure' 'white supremacists']|2017-08-15T16:18:26-04:00
President Trump responding to criticism that he failed to condemn white supremacist groups forcefully enough after the Charlottesville Va. protest violence called out 'alt-left' protesters for their actions that same day asking 'Do they have any semblance of guilt?'.|http://video.foxnews.com/v/5541916282001/|FoxNews.com||Trump decries 'alt-left' in Charlottesville: 'Do they have any semblance of guilt?'|599357d2cd4d74061b000073|['charlottesville' 'actions' guilt' 'trump' 'semblance' 'white supremacist groups' 'violence' day asking 'do 'charlottesville va' decries 'alt-left 'criticism' 'guilt' alt-left' protesters 'condemn']|2017-08-15T16:21:36-04:00
President Trump defended his initial statement condemning violence on 'both sides' after the deadly clashes in Charlottesville Va.|http://www.foxnews.com/politics/2017/08/15/trump-decries-alt-left-in-charlottesville-do-have-any-semblance-guilt.html|FoxNews.com||Trump doubles down: 'Both sides' violent in Charlottesville|59935bbbcd4d74061b000074|['charlottesville' 'violence' 'both sides' 'trump tower' 'charlottesville va' doubles down 'both sides 'blame' 'initial statement' sides.'. 'trump' 'clashes']|2017-08-15T16:37:49-04:00
Trump says 'blame on both sides' for Charlottesville violence President Trump said again today that there is blame on both sides for the deadly violence in Charlottesville Va.||Los Angeles Times||Breaking News: Trump says 'blame on both sides' for Charlottesville violence|59935c77cd4d74061b000075|['breaking news trump' 'white supremacists' 'sides' 'york' 'charlottesville' 'violence president' 'violence' 'blame' 'trump tower' 'charlottesville va' 'violent..' 'groups' 'trump']|2017-08-15T16:41:19-04:00
Breaking News: President Trump again blamed both sides for the Charlottesville violence and asked if George Washington statues were next to come down|https://www.nytimes.com/2017/08/15/us/politics/trump-press-conference-charlottesville.html|NYTimes.com|101630|Breaking News: President Trump again blamed both sides for the Charlottesville violence and asked if George Washington statues were next to come down|59935cd7cd4d74061b000076|['trump' 'violence' 'header' 'charlottesville' 'george washington' 'sides' 'statues']|2017-08-15T16:42:54-04:00
Wells Fargo chairman to step down amid scandal Stephen Sanger the chairman of Wells Fargo & Co. will step down from the board of the embattled bank effective Jan. 1 it was announced today.||Los Angeles Times||Breaking News: Wells Fargo chairman to step down amid scandal|59935d35cd4d74061b000077|['co' 'wells fargo' 'stephen sanger' 'betsy' '1' 'breaking news wells fargo' 'board' 'chairman' 'elizabeth a' 'duke' 'sham accounts' 'scandal' 'bank' 'federal reserve' 'bank attempts']|2017-08-15T16:44:28-04:00
President Trump on Tuesday said that counterprotesters at a white supremacist rally in Charlottesville over the weekend acted violently and should share the blame for the mayhem that left a woman dead and many others injured.|https://www.washingtonpost.com/news/post-politics/wp/2017/08/15/trump-doubles-down-on-initial-charlottesville-response-saying-there-is-blame-on-both-sides-for-violence/|The Washington Post||News Alert: Trump doubles down on initial Charlottesville response saying ‘there is blame on both sides’ for violence|59935d94cd4d74061b000078|['violence' 'doubles' 'others injured' 'trump' 'democracy dies' 'trump tower' 'statue' 'events' 'blame' 'weekend' 'robert e. lee' 'mayhem' 'horrible thing' 'darkness' 'charlottesville' 'woman' 'reporters' 'sides' 'white supremacist rally' 'testy exchange' 'counterprotesters' 'removal' 'clashes' 'alert trump' 'response']|2017-08-15T16:45:47-04:00
In a remarkable news conference in the lobby of Trump Tower President Donald Trump blamed the violence in Charlottesville Virginia Saturday on both sides of the conflict  equating the white supremacists on one side with the alt-left on the other side.||CNN||News Alert|59935fa7cd4d74061b00007a|['trump tower' 'side' 'violence' 'sides' 'alt-left' 'charlottesville virginia' 'one' 'donald trump' 'white supremacists' 'lobby' 'remarkable news conference' 'conflict']|2017-08-15T16:55:01-04:00
President Trump Again Blames Both Sides for Virginia Violence President Donald Trump in a combative news conference said both sides were to blame in violent weekend clashes in Charlottesville Va. a day after putting the responsibility squarely on white nationalists.|https://www.wsj.com/articles/trump-says-both-sides-to-blame-in-charlottesville-violence-reversing-mondays-stance-1502830785|WSJ.com||WSJ NEWS ALERT: President Trump Again Blames Both Sides for Virginia Violence|59936312cd4d74061b00007b|['odds' 'combative news conference' 'statement' 'mr. trump' 'counterprotesters' 'both sides' 'remarks' 'virginia violence' 'white supremacists' 'trump' 'blame' 'charlottesville va' 'demonstration' 'white nationalists' 'city' 'blames' 'donald trump' 'responsibility' 'violent weekend clashes' 'sides' 'white nationalist protesters']|2017-08-15T17:09:20-04:00
'There's Blame On Both Sides': Trump Backtracks On Charlottesville Violence The president's remarks come a day after he called out neo-Nazis and the KKK for the deadly attack in Virginia.|http://www.npr.org/2017/08/15/543743845/theres-blame-on-both-sides-trump-backtracks-on-charlottesville-violence|NPR||'There's Blame On Both Sides': Trump Backtracks On Charlottesville Violence|59936719cd4d74061b00007c|['groups' sides' trump backtracks 'remarks' 'virginia' 'blame' there's 'attack in' 'initial statement' 'neo-nazis' 'trump' 'charlottesville violence' 'kkk']|2017-08-15T17:26:35-04:00
AFL-CIO President Richard Trumka announced Tuesday he will be stepping down from President Donald Trump’s American Manufacturing Council—the fifth business executive to do so over the span of two days.||FoxBusiness.com||BREAKING NEWS: AFL-CIO president resigns from Trump's manufacturing council|599371dacd4d74061b00007e|['business executive' 'afl-cio president resigns' 'donald trump’s' 'manufacturing council—the' 'richard trumka' 'span' 'council' 'afl-cio president' trump's]|2017-08-15T18:12:25-04:00
President Trump's stunning defense of white nationalist protesters in Charlottesville was in some ways classic Trump: Challenged by critics he punched back mostly against the media and complained that his supporters and loyalists were being treated unfairly.|https://www.usatoday.com/story/news/politics/2017/08/15/charlottesville-trump-returns-form-defense-alt-right/570571001/|USATODAY.com||BREAKING: Analysis: Trump returns to combative form with defense of alt-right|59938e65cd4d74061b00007f|['trump challenged' 'unfairly' 'combative form' 'breaking analysis trump' 'white nationalist protesters' 'charlottesville' 'critics' 'media' 'back' trump's 'alt-right' 'ways' 'supporters' 'defense' 'loyalists']|2017-08-15T20:13:57-04:00
Luther Strange who had been appointed to a seat formerly held by Attorney General Jeff Sessions and Roy Moore a conservative former judge will compete in a September runoff campaign for the GOP nomination.|https://www.washingtonpost.com/powerpost/as-polls-open-in-alabama-senate-race-republican-candidates-court-trump-voters/2017/08/15/b535cd58-81b1-11e7-ab27-1a21a8e006ab_story.html|The Washington Post||Politics Alert: Republicans Strange and Moore advance to runoff in Alabama Senate primary AP projects|5993aa58cd4d74061b000080|['gop nomination' 'attorney' 'darkness politics alert' 'democracy dies' 'senate primary' 'luther strange' 'judge' 'alabama' 'projects' 'politics alert' 'moore' 'runoff' 'strange' 'runoff campaign' 'roy moore' 'seat' 'jeff sessions']|2017-08-15T22:13:30-04:00
Sen. Luther Strange and former Alabama Chief Justice RoyMoore are headed to a GOP primary runoff to fill Jeff Sessions' Senate seat.|http://www.foxnews.com/politics/2017/08/15/alabama-senate-primary-results-polls-close.html|FoxNews.com||ALABAMA SPECIAL ELECTION: Luther Strange Roy Moore headed to GOP runoff|5993ab53cd4d74061b000081|['chief justice' 'senate seat' 'alabama special election luther strange roy moore' 'roy moore' 'gop primary runoff' 'gop runoff' 'luther strange' 'alabama' 'jeff sessions']|2017-08-15T22:17:48-04:00
Moore and Strange who President Trump endorsed have won spots in a runoff election for the U.S. Senate seat formerly held by Attorney General Jeff Sessions which will be held Sept. 26.|https://www.usatoday.com/story/news/politics/2017/08/15/alabama-primary-turnout/570591001/|USATODAY.com||BREAKING: Sen. Luther Strange and former state Chief Justice Roy Moore are headed to GOP runoff for Senate in Alabama|5993accacd4d74061b000082|['attorney' 'senate' 'state chief justice' 'senate seat' 'trump' 'jeff sessions' 'endorsed' 'alabama' 'u.s.' 'strange' 'gop runoff' 'democrat doug jones' 'spot' '26' 'runoff election' 'luther strange' 'general election' 'moore' 'spots' 'roy moore']|2017-08-15T22:23:54-04:00
Moore Strange Advance To Alabama GOP Senate Primary Runoff Former state Supreme Court chief justice Roy Moore will face incumbent Sen. Luther Strange who was endorsed by both Senate majority leader Mitch McConnell and President Trump in a September runoff.|http://www.npr.org/2017/08/15/543798801/moore-strange-advance-to-alabama-gop-senate-primary-runoff|NPR||Moore Strange Advance To Alabama GOP Senate Primary Runoff|5993bd02cd4d74061b000084|['moore strange' 'roy moore' 'supreme court chief justice' 'primary runoff' 'senate majority leader' 'runoff' 'luther strange' 'mitch mcconnell' 'incumbent sen' 'gop senate' 'trump' 'alabama']|2017-08-15T23:32:53-04:00
Politics Alert: John Curtis mayor of Provo Utah wins GOP nomination for House seat formerly held by Jason Chaffetz AP projects|https://www.washingtonpost.com/powerpost/outside-spending-not-trump-roils-race-for-chaffetzs-replacement/2017/08/15/8d7ee236-81b6-11e7-ab27-1a21a8e006ab_story.html|The Washington Post||Politics Alert: John Curtis mayor of Provo Utah wins GOP nomination for House seat formerly held by Jason Chaffetz AP projects|5993c126cd4d74061b000085|['house' 'politics alert john curtis' 'seat' 'democracy dies' '7' 'mayor' 'projects' 'darkness politics alert' 'jason chaffetz' 'general election' 'third-party candidates' 'gop nomination' '2010' 'district' curtis provo's 'nominee' 'provo utah']|2017-08-15T23:50:44-04:00
Hollywood Forever Cemetery to remove Confederate monument after calls from activists and vandalism threats The Hollywood Forever Cemetery announced plans today to take down a monument commemorating Confederate veterans after hundreds of activists requested its removal with some threatening vandalism.||Los Angeles Times||Breaking News: Hollywood Forever Cemetery to remove Confederate monument after calls from activists and vandalism threats|5993c96fcd4d74061b000086|['confederate' 'removal' 'charlottesville va' 'white supremacist rally' 'vandalism threats' 'hundreds' 'monument' 'calls' 'breaking news hollywood' 'activists' 'veterans' 'move' 'violence' 'vandalism' 'similar monuments' 'hollywood' 'national debate' 'country' 'cemetery']|2017-08-16T00:25:58-04:00
Technology Alert: Organizers postpone Google protest marches citing ‘alt-left terrorist’ threats|https://www.washingtonpost.com/business/organizers-postpone-google-protest-marches-citing-alt-left-terrorist-threats/2017/08/16/1a62a248-824b-11e7-ab27-1a21a8e006ab_story.html|The Washington Post||Technology Alert: Organizers postpone Google protest marches citing ‘alt-left terrorist’ threats|5993e8f5cd4d745624000001|['mainstream media' 'rally’s organizer' 'vehicle' 'alert organizers' 'darkness' 'alt-left terrorist’ threats' 'decision' 'democracy dies' 'google' 'marches' 'postpone' 'technology']|2017-08-16T02:40:44-04:00
Nafta exit will be ‘destructive’ for US warns Cargill boss The head of Cargill has warned Donald Trump that he risks making a “destructive” mistake for the US economy if he walks away from the North American Free Trade Agreement.|https://www.ft.com/products|FT||Nafta exit will be ‘destructive’ for US warns Cargill boss|599428fdcd4d745624000002|['destructive' 'agricultural commodities supplier' 'nafta' 'agreement' 'cargill' 'focus' 'world’s' 'exit' 'free' 'warns' 'us' 'donald trump' 'chief executive' 'head' 'destructive” mistake' 'risks' 'david maclennan' 'boss' 'us economy' '23-year-old trade agreement']|2017-08-16T07:13:43-04:00
Breaking News: Baltimore quietly took down Confederate statues overnight days after violence broke out over the removal of a similar monument in Virginia|https://www.nytimes.com/2017/08/16/us/baltimore-confederate-statues.html|NYTimes.com|101667|Breaking News: Baltimore quietly took down Confederate statues overnight days after violence broke out over the removal of a similar monument in Virginia|59942f77cd4d745624000003|['similar monument' 'confederate' 'breaking news baltimore' 'statues overnight days' 'violence' 'virginia' 'removal' 'header']|2017-08-16T07:41:16-04:00
Baltimore Removes Confederate Statues One Day After Voting On Issue Workers removed four statues linked to the Confederacy hauling away monuments that honored Robert E. Lee Stonewall Jackson and Roger B. Taney author of the Supreme Court's Dred Scott opinion.|http://www.npr.org/sections/thetwo-way/2017/08/16/543851420/baltimore-removes-confederate-statues-one-day-after-voting-on-issue|NPR||Baltimore Removes Confederate Statues One Day After Voting On Issue|59943f76cd4d745624000004|['workers' 'four' 'baltimore removes confederate statues' 'confederacy' court's dred scott 'statues' 'author' 'one' 'opinion' 'voting' 'roger b. taney' 'monuments' 'robert e. lee stonewall jackson']|2017-08-16T08:49:42-04:00
Hope Hicks a longtime aide to President Donald Trump has been named the interim White House communications director Fox News has learned.|http://www.foxnews.com/politics/2017/08/16/hope-hicks-tapped-for-interim-white-house-communications-director.html|FoxNews.com||Hope Hicks tapped for interim White House communications director|59944518cd4d745624000005|['interim' 'white house communications director' 'hope hicks' 'learned' 'longtime aide' 'donald trump']|2017-08-16T09:13:39-04:00
